기간,공장,공정코드,품명,신규분류요약,총_생산수량,총_양품수량,총_불량수량,전체_수율(%),로트별 종합수율
2026-01-08,C관(2공장),[20] 분리,Sincere_2week UV_Clear,FRP_Sph,9809.0,6337.0,3472.0,64.6,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,(NEW)ALICIA BROWN(근시),1-Day_Color_Sph,6264.0,6255.0,9.0,99.86,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,(NEW)Hapa D_Glazed Kristin_Choco,1-Day_Color_Sph,11877.0,11860.0,17.0,99.86,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_iris_JazzBlack,1-Day_Color_Sph,85224.0,85180.0,44.0,99.95,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_iris_Latin,1-Day_Color_Sph,1587.0,1585.0,2.0,99.87,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_iris_SoulBrown,1-Day_Color_Sph,97306.0,97240.0,66.0,99.93,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_iris_Suzy Gray,1-Day_Color_Sph,5343.0,5340.0,3.0,99.94,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,AKMA REAL FIT 3 Brown,1-Day_Color_Sph,4020.0,4015.0,5.0,99.88,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,AKMA REAL FIT 3 Gray,1-Day_Color_Sph,1320.0,1320.0,0.0,100.0,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,ANW D_Through Beige_Dopewink 38%,1-Day_Color_Sph,8445.0,8440.0,5.0,99.94,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Alcon D_Allure Blue_W3C(APAC),1-Day_Color_Sph,1500.0,1500.0,0.0,100.0,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Alcon D_Allure Hazel_W3C(APAC),1-Day_Color_Sph,1663.0,1660.0,3.0,99.82,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Alcon D_Chic Caramel_W4(APAC),1-Day_Color_Sph,5789.0,5785.0,4.0,99.93,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Alcon D_Chic Smoke_W4(APAC),1-Day_Color_Sph,1650.0,1650.0,0.0,100.0,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,BELLA D_Siren Bronze 55%,1-Day_Color_Sph,8421.0,8405.0,16.0,99.81,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Clalen D_Iris_Mocha Black,1-Day_Color_Sph,23880.0,23855.0,25.0,99.9,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Clalen D_Iris_Shiny Brown,1-Day_Color_Sph,18646.0,18615.0,31.0,99.83,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,HAPA(PIA) D_Sugar High Kristin Plus Gray 14.2_55% UV,1-Day_Color_Sph,21037.0,21015.0,22.0,99.9,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Hapa D_Crush Brown_Secretive,1-Day_Color_Sph,5209.0,5200.0,9.0,99.83,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Hapa D_First Love Kristin_Brown,1-Day_Color_Sph,8682.0,8675.0,7.0,99.92,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Hapakristin D_CREME BROWN_Secretive Kristin,1-Day_Color_Sph,18225.0,18190.0,35.0,99.81,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Hapakristin D_DUSK BROWN_Secretive Kristin,1-Day_Color_Sph,3557.0,3555.0,2.0,99.94,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Hapakristin D_Quiet Kristin Glow Black,1-Day_Color_Sph,19088.0,19065.0,23.0,99.88,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,IRIS_Jazz black(NEW),1-Day_Color_Sph,24005.0,23985.0,20.0,99.92,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,IRIS_Soul Brown(NEW),1-Day_Color_Sph,4962.0,4960.0,2.0,99.96,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,JEWEL MOON D_Pearl Moon_55%,1-Day_Color_Sph,2836.0,2835.0,1.0,99.96,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Layala_Jazz Black,1-Day_Color_Sph,7548.0,7540.0,8.0,99.89,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Affogato_55% UV,1-Day_Color_Sph,511.0,510.0,1.0,99.8,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Amethyst_38% UV,1-Day_Color_Sph,2241.0,2235.0,6.0,99.73,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Baby Espresso_38% UV,1-Day_Color_Sph,7930.0,7930.0,0.0,100.0,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Brown Bunny_55% UV,1-Day_Color_Sph,4395.0,4380.0,15.0,99.66,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Bubble Blue_55% UV,1-Day_Color_Sph,505.0,505.0,0.0,100.0,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Coco Topaz_38% UV,1-Day_Color_Sph,6069.0,6065.0,4.0,99.93,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Coffee Jelly_55% UV,1-Day_Color_Sph,612.0,610.0,2.0,99.67,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Cream Rose_38% UV,1-Day_Color_Sph,31713.0,31665.0,48.0,99.85,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Dollish Brown_55% UV,1-Day_Color_Sph,6732.0,6725.0,7.0,99.9,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Dorayaki_55% UV,1-Day_Color_Sph,753.0,750.0,3.0,99.6,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Dream Gray_55% UV,1-Day_Color_Sph,695.0,695.0,0.0,100.0,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Grege Quartz 38% UV,1-Day_Color_Sph,8597.0,8580.0,17.0,99.8,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Maria Ring_55%_14.5 UV,1-Day_Color_Sph,15115.0,15105.0,10.0,99.93,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Melty Butter_55%_14.5 UV,1-Day_Color_Sph,4032.0,4025.0,7.0,99.83,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Mocha Ring_38% UV,1-Day_Color_Sph,2531.0,2530.0,1.0,99.96,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Oolong Tea_55% UV,1-Day_Color_Sph,12090.0,12065.0,25.0,99.79,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Pearl Cats Eye_38% UV,1-Day_Color_Sph,4999.0,4990.0,9.0,99.82,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Pink Bomb_55%_14.5 UV,1-Day_Color_Sph,5459.0,5455.0,4.0,99.93,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Sakura Smore_55% UV,1-Day_Color_Sph,601.0,600.0,1.0,99.83,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Star Glow_55%_14.5 UV,1-Day_Color_Sph,490.0,490.0,0.0,100.0,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Tarte Tatin_55% UV,1-Day_Color_Sph,689.0,685.0,4.0,99.42,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Teddy Brown_55% UV,1-Day_Color_Sph,1453.0,1450.0,3.0,99.79,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_Twinkle Brown_55%_14.5 UV,1-Day_Color_Sph,12557.0,12540.0,17.0,99.86,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D_ZUNDA MOCHI_55% UV,1-Day_Color_Sph,1450.0,1450.0,0.0,100.0,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_Cappuccino_55%_1-DAY,1-Day_Color_Sph,566.0,565.0,1.0,99.82,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_Coconut_55%_1-DAY,1-Day_Color_Sph,667.0,665.0,2.0,99.7,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_HOJICHA LATTE_55%,1-Day_Color_Sph,2059.0,2055.0,4.0,99.81,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_Hot Chocolate_55%_1-DAY,1-Day_Color_Sph,684.0,680.0,4.0,99.42,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_Lassie_1-DAY 55%,1-Day_Color_Sph,463.0,460.0,3.0,99.35,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_MS1 Dazzle Beige_2T,1-Day_Color_Sph,552.0,550.0,2.0,99.64,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_MS2 Dazzle Gray_2T,1-Day_Color_Sph,41996.0,41965.0,31.0,99.93,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_MS5 Tint Brown_1T,1-Day_Color_Sph,2805.0,2800.0,5.0,99.82,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_Sheer Black_55%_1-DAY,1-Day_Color_Sph,496.0,495.0,1.0,99.8,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_Sheer Brown_55%_1-DAY,1-Day_Color_Sph,1802.0,1800.0,2.0,99.89,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_Tulle Brown_1D_55%_14.2,1-Day_Color_Sph,508.0,505.0,3.0,99.41,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,REAL SOME CHOCO(NOBLE MYSTIC),1-Day_Color_Sph,41136.0,41090.0,46.0,99.89,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Sincere D_Dolly Brown_ITFA_UV_38% 14.5,1-Day_Color_Sph,704.0,700.0,4.0,99.43,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Sincere D_Little Brown_ITFA_38% UV,1-Day_Color_Sph,1726.0,1715.0,11.0,99.36,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,sincere_Silky Ginger_1-Day 38%,1-Day_Color_Sph,1138.0,1125.0,13.0,98.86,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D Toric CP-0.75_Dazzle Gray_55% UV,1-Day_Color_Toric,2421.0,2420.0,1.0,99.96,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D Toric CP-1.25_Dazzle Gray_55% UV,1-Day_Color_Toric,2206.0,2200.0,6.0,99.73,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D Toric CP-1.25_Dollish Brown_55% UV,1-Day_Color_Toric,4650.0,4645.0,5.0,99.89,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,1-Day_Color_Toric,7855.0,7850.0,5.0,99.94,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D Toric_CP-0.75 Dollish Gray_55% UV,1-Day_Color_Toric,988.0,985.0,3.0,99.7,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D Toric_CP-0.75 TOPARDS Baby Espresso_55%_UV,1-Day_Color_Toric,8101.0,8085.0,16.0,99.8,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D Toric_CP-1.25 Brown Bunny_55% UV,1-Day_Color_Toric,6293.0,6280.0,13.0,99.79,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D Toric_CP-1.25 Coffee Jelly_55% UV,1-Day_Color_Toric,2060.0,2060.0,0.0,100.0,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA D Toric_CP-1.25 TOPARDS Baby Espresso_55%_UV,1-Day_Color_Toric,9569.0,9560.0,9.0,99.91,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_Brown Fondue CP-0.75 Toric_UV,1-Day_Color_Toric,1213.0,1210.0,3.0,99.75,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_Date topaz CP-0.75 Toric_UV,1-Day_Color_Toric,1336.0,1335.0,1.0,99.93,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_Date topaz CP-1.25 Toric_UV,1-Day_Color_Toric,2642.0,2635.0,7.0,99.74,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,PIA_Opal CP-0.75 Toric_UV,1-Day_Color_Toric,1170.0,1170.0,0.0,100.0,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-DAY(OPTIC CENTER),1-Day_Sph,11833.0,11810.0,23.0,99.81,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-DAY_58_공용_MD로고,1-Day_Sph,98841.0,98720.0,121.0,99.88,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_58(수출용_파랑),1-Day_Sph,1457.0,1455.0,2.0,99.86,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Contakt(유효기간_8년),1-Day_Sph,4076.0,4070.0,6.0,99.85,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Contakt-HA,1-Day_Sph,1659.0,1655.0,4.0,99.76,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_SOLEKO(5년),1-Day_Sph,17285.0,17260.0,25.0,99.86,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-day_58_Kontaktni-HA,1-Day_Sph,10528.0,10505.0,23.0,99.78,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1_Day_58_RUIYIKANG_CN,1-Day_Sph,1681.0,1680.0,1.0,99.94,
2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,Metha_Daily,1-Day_Sph,10360.0,10345.0,15.0,99.86,
2026-01-08,C관(2공장),[55] 접착/ 멸균,(NEW)ALICIA BROWN(근시),1-Day_Color_Sph,19210.0,19045.0,135.0,99.14,
2026-01-08,C관(2공장),[55] 접착/ 멸균,(NEW)Hapa D_Glazed Kristin_Choco,1-Day_Color_Sph,3100.0,3060.0,35.0,98.71,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_iris_Blue Moon,1-Day_Color_Sph,13150.0,12970.0,160.0,98.63,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_iris_JazzBlack,1-Day_Color_Sph,18110.0,17775.0,320.0,98.15,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_iris_Latin,1-Day_Color_Sph,2705.0,2675.0,30.0,98.89,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_iris_Rhapsody,1-Day_Color_Sph,17340.0,17145.0,170.0,98.88,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_iris_SoulBrown,1-Day_Color_Sph,107950.0,106405.0,1405.0,98.57,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_iris_Suzy Gray,1-Day_Color_Sph,18845.0,18525.0,295.0,98.3,
2026-01-08,C관(2공장),[55] 접착/ 멸균,AKMA REAL FIT 3 Brown,1-Day_Color_Sph,4015.0,3875.0,130.0,96.51,
2026-01-08,C관(2공장),[55] 접착/ 멸균,AKMA REAL FIT 3 Gray,1-Day_Color_Sph,1320.0,1305.0,10.0,98.86,
2026-01-08,C관(2공장),[55] 접착/ 멸균,ANW D_Dusk Beige_Dopewink 38%,1-Day_Color_Sph,3825.0,3760.0,55.0,98.3,
2026-01-08,C관(2공장),[55] 접착/ 멸균,ANW D_Through Beige_Dopewink 38%,1-Day_Color_Sph,15565.0,15355.0,180.0,98.65,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Alcon D_Chic Caramel_W4(APAC),1-Day_Color_Sph,9570.0,9445.0,100.0,98.69,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Alcon D_Chic Smoke_W4(APAC),1-Day_Color_Sph,1650.0,1625.0,20.0,98.48,
2026-01-08,C관(2공장),[55] 접착/ 멸균,BELLA D_Silent Gray 55%,1-Day_Color_Sph,8175.0,7905.0,270.0,96.7,
2026-01-08,C관(2공장),[55] 접착/ 멸균,BELLA D_Siren Bronze 55%,1-Day_Color_Sph,10750.0,10545.0,175.0,98.09,
2026-01-08,C관(2공장),[55] 접착/ 멸균,BELLA D_VENUS 55%,1-Day_Color_Sph,810.0,785.0,25.0,96.91,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Clalen D_Iris_Mocha Black,1-Day_Color_Sph,8970.0,8870.0,80.0,98.89,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Clalen D_Iris_Pure Choco,1-Day_Color_Sph,25840.0,25415.0,360.0,98.36,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Clalen D_Iris_Rosy Brown,1-Day_Color_Sph,29030.0,28625.0,375.0,98.6,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Clalen D_Iris_Shiny Brown,1-Day_Color_Sph,30945.0,30410.0,475.0,98.27,
2026-01-08,C관(2공장),[55] 접착/ 멸균,HAPA(PIA) D_Sugar High Kristin Ash Choco 14.2_55% UV,1-Day_Color_Sph,28995.0,28515.0,450.0,98.34,
2026-01-08,C관(2공장),[55] 접착/ 멸균,HAPA(PIA) D_Sugar High Kristin Plus Gray 14.2_55% UV,1-Day_Color_Sph,5245.0,5115.0,120.0,97.52,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Hapa D_First Love Kristin_Brown,1-Day_Color_Sph,3090.0,3015.0,70.0,97.57,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Hapakristin D_CREME BROWN_Secretive Kristin,1-Day_Color_Sph,2640.0,2525.0,110.0,95.64,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Hapakristin D_Quiet Kristin Glow Black,1-Day_Color_Sph,10810.0,10640.0,145.0,98.43,
2026-01-08,C관(2공장),[55] 접착/ 멸균,IRIS_Jazz black(NEW),1-Day_Color_Sph,4905.0,4840.0,55.0,98.67,
2026-01-08,C관(2공장),[55] 접착/ 멸균,IRIS_Soul Brown(NEW),1-Day_Color_Sph,2025.0,2010.0,10.0,99.26,
2026-01-08,C관(2공장),[55] 접착/ 멸균,JEWEL MOON D_Pearl Moon_55%,1-Day_Color_Sph,1660.0,1630.0,25.0,98.19,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Layala_Alicia Brown,1-Day_Color_Sph,13005.0,12855.0,145.0,98.85,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Layala_Jazz Black,1-Day_Color_Sph,7540.0,7415.0,115.0,98.34,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Affogato_55% UV,1-Day_Color_Sph,775.0,605.0,170.0,78.06,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Amethyst_38% UV,1-Day_Color_Sph,3125.0,3050.0,70.0,97.6,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Brown Bunny_55% UV,1-Day_Color_Sph,8845.0,8605.0,210.0,97.29,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Bubble Blue_55% UV,1-Day_Color_Sph,1220.0,1185.0,30.0,97.13,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Coco Topaz_38% UV,1-Day_Color_Sph,4035.0,3930.0,95.0,97.4,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Coffee Jelly_55% UV,1-Day_Color_Sph,1790.0,1730.0,55.0,96.65,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Cream Rose_38% UV,1-Day_Color_Sph,12520.0,12300.0,195.0,98.24,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Crystal Bloom_38% UV,1-Day_Color_Sph,1500.0,1470.0,25.0,98.0,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Dollish Brown_55% UV,1-Day_Color_Sph,11750.0,11245.0,475.0,95.7,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Dorayaki_55% UV,1-Day_Color_Sph,2340.0,2135.0,195.0,91.24,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Dream Gray_55% UV,1-Day_Color_Sph,4720.0,4565.0,135.0,96.72,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Grege Quartz 38% UV,1-Day_Color_Sph,12215.0,9215.0,2985.0,75.44,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Love Cacao_55%_14.2 UV,1-Day_Color_Sph,1265.0,1225.0,35.0,96.84,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Maria Ring_55%_14.5 UV,1-Day_Color_Sph,8700.0,8545.0,140.0,98.22,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Melty Butter_55%_14.5 UV,1-Day_Color_Sph,4050.0,3955.0,85.0,97.65,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Melty Mist_55% UV,1-Day_Color_Sph,745.0,720.0,25.0,96.64,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Moon Melt Brown_55%_14.5 UV,1-Day_Color_Sph,1945.0,1870.0,60.0,96.14,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Oolong Tea_55% UV,1-Day_Color_Sph,6165.0,5955.0,185.0,96.59,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Pink Bomb_55%_14.5 UV,1-Day_Color_Sph,1385.0,1340.0,40.0,96.75,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Sakura Smore_55% UV,1-Day_Color_Sph,1330.0,1205.0,120.0,90.6,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Teddy Brown_55% UV,1-Day_Color_Sph,4265.0,4125.0,125.0,96.72,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_Twinkle Brown_55%_14.5 UV,1-Day_Color_Sph,13530.0,13225.0,265.0,97.75,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D_ZUNDA MOCHI_55% UV,1-Day_Color_Sph,1410.0,1390.0,15.0,98.58,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_1D 55% SabaTeishoku_2T,1-Day_Color_Sph,1295.0,1250.0,40.0,96.53,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_Cappuccino_55%_1-DAY,1-Day_Color_Sph,565.0,555.0,10.0,98.23,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_Chestnut_1D_55%_14.5,1-Day_Color_Sph,395.0,350.0,40.0,88.61,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_Coconut_55%_1-DAY,1-Day_Color_Sph,3540.0,3450.0,80.0,97.46,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_HOJICHA LATTE_55%,1-Day_Color_Sph,520.0,460.0,55.0,88.46,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_Lassie_1-DAY 55%,1-Day_Color_Sph,1435.0,1375.0,55.0,95.82,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_MS2 Dazzle Gray_2T,1-Day_Color_Sph,32305.0,31910.0,350.0,98.78,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_MS5 Tint Brown_1T,1-Day_Color_Sph,1015.0,985.0,25.0,97.04,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_Sheer Black_55%_1-DAY,1-Day_Color_Sph,955.0,925.0,25.0,96.86,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_Sheer Brown_55%_1-DAY,1-Day_Color_Sph,3305.0,3100.0,180.0,93.8,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_Shiny Brown_55%_14.5_1-DAY,1-Day_Color_Sph,3300.0,3170.0,125.0,96.06,
2026-01-08,C관(2공장),[55] 접착/ 멸균,REAL SOME CHOCO(NOBLE MYSTIC),1-Day_Color_Sph,26955.0,26665.0,230.0,98.92,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Sincere D_Dolly Brown_ITFA_UV_38% 14.5,1-Day_Color_Sph,1540.0,1485.0,40.0,96.43,
2026-01-08,C관(2공장),[55] 접착/ 멸균,Sincere D_Little Brown_ITFA_38% UV,1-Day_Color_Sph,1715.0,1670.0,35.0,97.38,
2026-01-08,C관(2공장),[55] 접착/ 멸균,sincere_Silky Ginger_1-Day 38%,1-Day_Color_Sph,1125.0,1065.0,50.0,94.67,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D Toric CP-0.75_Dazzle Gray_55% UV,1-Day_Color_Toric,1355.0,1330.0,20.0,98.15,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D Toric CP-1.25_Dazzle Gray_55% UV,1-Day_Color_Toric,2200.0,2160.0,30.0,98.18,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,1-Day_Color_Toric,6800.0,6665.0,120.0,98.01,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D Toric_CP-0.75 Dollish Gray_55% UV,1-Day_Color_Toric,4965.0,3670.0,1285.0,73.92,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D Toric_CP-0.75 TOPARDS Baby Espresso_55%_UV,1-Day_Color_Toric,9460.0,9260.0,180.0,97.89,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D Toric_CP-1.25 Brown Bunny_55% UV,1-Day_Color_Toric,3955.0,3895.0,45.0,98.48,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D Toric_CP-1.25 Coffee Jelly_55% UV,1-Day_Color_Toric,3155.0,3100.0,45.0,98.26,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D Toric_CP-1.25 Dollish Gray_55% UV,1-Day_Color_Toric,1880.0,1820.0,55.0,96.81,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA D Toric_CP-1.25 TOPARDS Baby Espresso_55%_UV,1-Day_Color_Toric,14170.0,13905.0,215.0,98.13,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_Brown Fondue CP-1.25 Toric_UV,1-Day_Color_Toric,3885.0,3760.0,105.0,96.78,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_Date topaz CP-1.25 Toric_UV,1-Day_Color_Toric,2635.0,2565.0,60.0,97.34,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_Opal CP-0.75 Toric_UV,1-Day_Color_Toric,1170.0,1115.0,55.0,95.3,
2026-01-08,C관(2공장),[55] 접착/ 멸균,PIA_Strawberry Quartz CP-1.25 Toric_UV,1-Day_Color_Toric,4135.0,4100.0,35.0,99.15,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-DAY(OPTIC CENTER),1-Day_Sph,13190.0,12735.0,420.0,96.55,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-DAY_58_공용_MD로고,1-Day_Sph,48340.0,47140.0,1095.0,97.52,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_58(수출용_파랑),1-Day_Sph,1455.0,1230.0,220.0,84.54,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_Contakt(유효기간_8년),1-Day_Sph,4070.0,4005.0,55.0,98.4,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_Contakt-HA,1-Day_Sph,1655.0,1570.0,80.0,94.86,
2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_SOLEKO(5년),1-Day_Sph,17260.0,16795.0,440.0,97.31,
